po_id,po_line_id,vendor_id,category_id,region_id,order_date,ordered_amount,currency
PO07053, POL3,V476, CAT09,NA ,2024-11-19,33352.75,usd
PO07054,pol3,V069,CAT08, LATAM,2024-09-04,78866.22,USD
PO07055,POL3 ,v046,cat08,apac,2024-02-04,86197.86,usd
PO07056,pol1,V042,CAT06,EMEA,2023-12-18,53965.45,USD
PO07057,POL1 ,V216 ,CAT10 ,na,2024-04-05,32089.57,
PO07058,pol3,V186,CAT01,na,2024-11-17,90316.27, USD
PO07059, POL2,V069,cat04,NA,2023-08-13,74668.59, USD
PO07060,POL2 ,V389 ,CAT04, LATAM,2024-07-28,95286.29,USD
PO07061,pol3,V233 , CAT04,APAC,2024-04-03,, USD
PO07062, POL2,V342,CAT08,apac,2023-08-27,41132.2,
PO07063,POL2,V451 ,CAT05,LATAM,2024-11-21,81672.51,usd
PO07064, POL1,V357,CAT08, NA,2023-07-20,30846.64,usd
PO07065,POL3, V016,CAT01 ,LATAM,2023-11-01,13588.49,usd
PO07066,POL3,V487,CAT09,emea,2023-03-16,75798.08,USD
PO07067,POL3,v064,CAT05,APAC,2024-04-04,91005.89,
PO07068,POL1,v430,cat09,na,2024-12-01,33875.45, USD
PO07069,POL3,V495,CAT04,NA,2023-06-09,57060.07,usd
PO07070,POL2,v327,CAT01 ,APAC,2024-12-30,75917.1,USD
PO07071,pol2,V217,cat06,LATAM,2023-01-10,,USD
PO07072,POL1,V132,CAT05, LATAM,2023-12-28,74324.66,USD
PO07073, POL2,V325,cat05,NA,2023-02-10,1379.09, USD
PO07074,pol1,V365,CAT07 ,APAC,2023-09-18,60729.21,USD
PO07075, POL1,V339 ,CAT03,EMEA,2024-01-25,55141.43,
PO07076, POL3,V001,CAT09,APAC,2024-01-09,6084.3,
PO07077,POL2,v129,CAT03,APAC,2024-03-29,,
PO07078, POL3,v434,CAT10 , APAC,2024-07-13,73533.54,
PO07079, POL1,V010,CAT01,EMEA,2023-10-07,85358.83,USD
PO07080,POL3,V280,CAT10,LATAM ,2024-01-31,24549.36, USD
PO07081,POL2,V244,CAT07,EMEA,2024-02-06,57089.82,usd
PO07082,POL1 , V178,CAT10 ,emea,2024-01-23,72965.35,
PO07083,POL3,V444 ,CAT04,APAC,2023-05-28,25038.91, USD
PO07084,pol2, V073, CAT06,EMEA,2024-03-27,82920.82,
PO07085,POL2,V303,CAT02 , LATAM,2023-04-16,6060.38,USD
PO07086,POL3, V067,cat03,NA,2023-07-29,46016.44, USD
PO07087,POL2,v185,cat03,LATAM,2023-03-07,38308.7,
PO07088,POL1 , V245,CAT02, EMEA,2023-05-19,77500.64,USD
PO07089, POL3,V234 , CAT10,LATAM,2024-12-19,30320.71,
PO07090, POL2,V229,CAT07,LATAM,2023-10-16,41338.13,
PO07091,POL3,V085,CAT02, LATAM,2023-02-18,14641.97, USD
PO07092,POL1,V412 ,cat10,NA,2023-04-21,24914.48,USD
PO07093,POL2 ,V096 ,CAT08,LATAM,2023-08-23,87572.73,USD
PO07094,POL2,V270,CAT03,APAC ,2023-07-07,84810.35,usd
PO07095,POL3, V117,cat08, NA,2024-02-11,8804.61,USD
PO07096, POL2,V272,CAT06,LATAM,2023-12-19,19201.15,
PO07097,POL2,V203,cat02,NA ,2023-09-09,63430.01, USD
PO07098,pol2,V251,CAT08,NA,2024-04-01,82104.57,usd
PO07099,POL3 ,V448, CAT05,NA,2023-08-30,6388.02,usd
PO07100, POL1,V402,cat08,LATAM,2023-08-20,99646.68,
PO07101, POL2,v408,cat10,NA,2024-08-01,81781.87, USD
PO07102,POL2,V170,cat10,NA ,2024-04-05,80229.49, USD
PO07103,pol3,V355, CAT03,APAC,2024-07-01,, USD
PO07104,POL3 ,V287,cat05,NA,2024-01-12,62466.57,
PO07105, POL3,V258 , CAT01,APAC,2023-02-22,9086.31,usd
PO07106,POL1,V229,cat01, LATAM,2023-09-12,8993.31, USD
PO07107,pol3,V451, CAT10,LATAM,2024-03-25,10574.71, USD
PO07108,POL3, V488,CAT04,NA,2024-01-06,1515.02,usd
PO07109,POL2 ,V350,CAT09, NA,2023-07-04,50809.81,usd
PO07110,POL2,V175,CAT08, LATAM,2023-09-05,73526.61,
PO07111,POL3,V328 ,CAT04 ,latam,2023-09-07,39284.25, USD
PO07112,POL3,V159, CAT07,LATAM ,2023-12-24,69813.75,USD
PO07113,POL1,V215,cat02, APAC,2024-01-16,24209.33,
PO07114,POL3,V331 ,CAT09, LATAM,2024-11-02,14123.15,usd
PO07115, POL2,v211,CAT07, NA,2023-09-26,54142.55,USD
PO07116,POL1,V331,cat10, APAC,2024-10-01,92687.21, USD
PO07117,POL2 ,V407,CAT04,NA,2024-09-16,18030.3, USD
PO07118,pol1,v292,CAT02 ,LATAM ,2024-11-06,12056.4,USD
PO07119,POL3,V111,CAT10 ,APAC,2023-07-08,99547.34,
PO07120, POL1, V471,cat05,LATAM ,2023-02-12,43168.05,
PO07121,POL1,V446,CAT09, APAC,2024-06-09,51152.61,usd
PO07122,POL2,V368,cat01,LATAM,2024-01-25,3831.1, USD
PO07123, POL3,V168,cat10,APAC,2024-04-19,72099.63, USD
PO07124,POL2,V070, CAT10,LATAM,2024-12-26,81740.25, USD
PO07125,pol1,V059 ,CAT07,NA ,2023-12-02,25285.93,usd
PO07126,POL3, V384,cat02, LATAM,2023-02-05,87512.37, USD
PO07127,POL2,V488,CAT03,NA,2023-05-01,41080.46,usd
PO07128,POL1,V027 ,CAT10,LATAM,2024-09-13,49899.57, USD
PO07129, POL3,v236, CAT08,EMEA ,2023-09-02,17118.89,
PO07130,POL3,v293,cat10, APAC,2023-07-20,37576.02,USD
PO07131,POL1,V346,cat04,LATAM,2024-10-15,9238.64,USD
PO07132,POL3 ,V299,cat08,EMEA,2023-11-07,71397.87,usd
PO07133,POL1,V181,cat04,NA,2023-11-08,73795.81,
PO07134,POL2,v484, CAT04,LATAM,2023-08-09,86949.52,USD
PO07135,POL3,V348,CAT08,apac,2024-11-19,36152.42,
PO07136,POL1 ,V363,cat01,APAC ,2024-03-16,,usd
PO07137,POL3,V324,CAT06 ,APAC,2024-01-15,55164.25,
PO07138,pol1,V407,CAT01 , APAC,2024-12-07,62945.67, USD
PO07139,POL2,V282,CAT02,apac,2024-07-30,86459.98,USD
PO07140,POL2,V012,CAT04,na,2023-04-25,99783.64,
PO07141, POL1,V381,cat01, NA,2023-11-29,39136.44, USD
PO07142,POL1 ,v419,CAT06,APAC,2023-08-14,89188.72,USD
PO07143,POL2, V306,CAT09,APAC,2023-06-10,33974.04,
PO07144,POL2,v164,cat08,na,2024-05-23,90805.96,usd
PO07145,POL1,V166,CAT08,NA,2024-03-07,58466.41, USD
PO07146,POL1,V130,CAT09,apac,2023-07-28,54253.93,usd
PO07147,POL2,V387,CAT07,NA,2024-10-09,54238.0,usd
PO07148, POL2,V359,CAT03,NA,2024-09-22,50484.83,usd
PO07149,POL2,V324,CAT02 , EMEA,2023-11-25,69593.31,
PO07150,POL3,V412,CAT01,,2024-03-23,8220.06, USD
PO07151,POL2,V005 ,CAT01,NA ,2024-11-30,77267.95,USD
PO07152,POL1,V324, CAT01,LATAM,2024-06-12,81955.72,usd
PO07153,pol1, V356,cat05,LATAM,2023-12-26,99468.51,USD
PO07154,POL3, V140,CAT07,EMEA,2023-03-21,66990.78,USD
PO07155,POL3,V248,cat07,NA,2023-10-07,41672.16,
PO07156,POL1 ,V151,cat06,na,2024-10-28,72125.42,
PO07157, POL1,v355,CAT07,apac,2023-05-18,55296.14, USD
PO07158,pol2,V217,cat07,APAC,2023-08-07,89268.43,usd
PO07159,POL1,V066, CAT01,NA,2024-05-09,30190.51,
PO07160,POL3,V265, CAT09, APAC,2023-02-24,44747.61, USD
PO07161,POL3,V487, CAT04,LATAM,2023-10-10,75868.76,
PO07162,POL3,v234,CAT04,APAC,2024-05-30,15364.43,
PO07163,POL3,V080,CAT09, NA,2023-12-14,29746.52,
PO07164, POL2,V093, CAT10,na,2024-01-14,3124.29,usd
PO07165,POL2,V466,CAT07, EMEA,2023-04-14,22046.86,USD
PO07166,POL1 , V483,CAT08 , EMEA,2023-07-15,24329.83, USD
PO07167,POL1 ,V484 ,cat10,NA,2023-04-16,14999.54,
PO07168,POL3,v346,CAT08 ,NA,2023-08-16,51067.66,usd
PO07169,POL2,V255 ,CAT03,NA,2024-06-25,22607.17,usd
PO07170, POL3,V463,CAT06 ,NA,2023-09-20,79939.8, USD
PO07171,POL2 ,V067,CAT01,latam,2023-08-15,56426.29,USD
PO07172,POL3,V394,,NA,2024-12-26,68781.04,usd
PO07173, POL1, V247, CAT06,APAC,2024-02-23,29821.92,USD
PO07174,POL3,V341 , CAT01,LATAM,2024-01-25,63996.38,USD
PO07175,POL2,v363,CAT07,LATAM,2023-03-17,80905.62,usd
PO07176,pol2,V307,CAT07,APAC ,2023-03-19,4121.84,USD
PO07177,POL3,V241,cat03,latam,2023-07-19,43430.07, USD
PO07178,pol1,V323,CAT08,APAC,2024-01-04,30541.53,USD
PO07179,POL1,V094,CAT05,APAC,2024-12-08,34949.9, USD
PO07180,POL3,V490,CAT09, LATAM,2024-06-05,36182.63,USD
PO07181,POL3,V482,CAT07,LATAM,2024-12-30,7042.9, USD
PO07182, POL1,,CAT08,NA,2024-10-07,88746.14,
PO07183,POL3,v136,CAT02, LATAM,2024-07-11,73590.21, USD
PO07184,pol3,v455,cat01,NA,2024-07-18,74337.57,usd
PO07185,POL2,V310,cat10,LATAM,2023-10-08,44359.87,USD
PO07186,pol1, V343,CAT07, APAC,2024-01-02,88719.98,USD
PO07187,POL2,V407,CAT01, EMEA,2024-05-20,11827.09,USD
PO07188,POL2,V047, CAT01, APAC,2024-04-22,29932.08,
PO07189,POL1,V480, CAT07, LATAM,2024-11-05,69478.62,usd
PO07190,POL1,v118, CAT04,EMEA,2024-11-19,23441.23,usd
PO07191,POL1, V257, CAT04,,2023-11-24,32521.85,usd
PO07192,POL3 ,V401,CAT03 ,APAC,2023-01-26,51650.7,USD
PO07193,POL2,V112,CAT02 ,NA,2023-06-19,37660.66,USD
PO07194,POL1,V101,cat06,LATAM ,2024-10-06,12647.94,usd
PO07195,POL2 ,V470,CAT03,APAC ,2024-08-31,11303.85,
PO07196, POL1,V074 ,CAT03,LATAM ,2024-04-09,33739.26,
PO07197, POL1,V273,CAT03, LATAM,2023-12-26,97242.0,
PO07198,POL1, V456,CAT01,LATAM,2024-11-15,57596.35,USD
PO07199,POL2,v164,CAT02, NA,2024-09-22,52805.74,usd
PO07200,POL2,V497,CAT07 ,EMEA ,2024-09-30,32928.87,usd
PO07201,POL2,v383,CAT03 , LATAM,2024-07-12,95072.42, USD
PO07202,POL2, V091,cat02,APAC,2024-09-08,42825.77,usd
PO07203,,V335,CAT06,na,2023-01-08,84513.96,USD
PO07204,POL2 ,V237 ,CAT09 ,APAC,2023-03-05,5929.54, USD
PO07205,POL1,V486,CAT10,APAC,2023-03-20,78377.01,
PO07206,POL1,V348, CAT10,EMEA,2023-04-27,43986.15, USD
PO07207, POL2,V094,CAT07,na,2023-03-17,17103.66, USD
PO07208,POL1,V134,cat08,EMEA,2024-07-03,69157.32, USD
PO07209,POL1 ,V404,CAT03,EMEA,2023-04-16,31751.6,USD
PO07210,POL1, V208,CAT04,APAC,2024-08-08,54471.2,USD
PO07211, POL2,v055,CAT05,NA,2023-12-09,38855.9,usd
PO07212,POL1,v091,CAT01 , LATAM,2023-01-30,12191.79, USD
PO07213,POL3 ,V171 ,CAT04,APAC,2024-01-06,34915.54,usd
PO07214, POL1,V131,CAT09,LATAM,2023-06-25,25537.3,
PO07215,POL3,V391 ,cat10,APAC,2024-07-08,96680.98,USD
PO07216, POL3,V033,CAT01,LATAM,2023-12-10,21182.45,
PO07217,POL3,v173,CAT01,APAC,2024-07-26,74386.43,USD
PO07218, POL2,V112,CAT09, NA,2024-08-24,56600.06,
PO07219,POL1,v334,CAT03,emea,2023-08-23,45967.87,
PO07220,POL3,V075,CAT08 ,EMEA,2023-02-14,26652.04,USD
PO07221,POL1 ,V406 ,cat05,NA,2024-07-01,32431.32,usd
PO07222,POL1,V348 , CAT02,NA,2023-06-09,64169.08,USD
PO07223,pol2,v029,CAT07,LATAM,2023-04-14,37192.37,usd
PO07224,POL2,V446,cat10,LATAM,2023-01-12,5152.18,USD
PO07225,pol3,V365,cat09,NA,2024-03-24,27470.66, USD
PO07226,POL3,V447,CAT09,LATAM,2024-08-12,72971.72,usd
PO07227,POL1,V056, CAT04,NA,2023-03-13,63227.66,
PO07228, POL3,V335,cat08,apac,2024-12-01,79749.57,
PO07229,POL2,V457,CAT10 ,LATAM ,2023-02-11,38874.45,usd
PO07230,POL1,v478,CAT04,EMEA,2024-06-02,12849.76,usd
PO07231,POL1 ,V384,CAT08,APAC,2024-05-04,62096.22, USD
PO07232,POL2,v324,CAT09,APAC ,2024-05-20,7578.69,
PO07233,POL1,v187,CAT06,LATAM,2024-08-24,6317.33,usd
PO07234,POL3, V473,CAT05,APAC,2024-07-20,9142.81,usd
PO07235, POL1,V392 ,CAT10,APAC,2023-02-13,34608.14,
PO07236,POL3,v298,cat04,LATAM,2024-07-27,79673.65,usd
PO07237,POL1,V226,CAT08, EMEA,2024-05-26,57956.04, USD
PO07238,pol1,V032 ,CAT01 ,EMEA,2023-11-01,69794.35,usd
PO07239, POL2,V265,CAT02,APAC,2023-12-11,65059.47,
PO07240,POL1,V395,CAT04, NA,2024-02-22,10876.92,
PO07241,POL3,V094,CAT07,NA,2023-09-07,37882.02,
PO07242, POL2,V197,CAT10,na,2023-10-09,59714.67, USD
PO07243,POL2,V477 ,CAT05, APAC,2024-04-25,94132.04,USD
PO07244,POL1,V361, CAT05,EMEA,2024-10-08,64395.0,usd
PO07245, POL3,V482,CAT03,LATAM,2024-10-14,41283.84,USD
PO07246, POL3, V337,CAT09 ,NA ,2023-09-02,68823.68, USD
PO07247,pol2,V112,CAT09,apac,2024-03-31,83020.35,USD
PO07248,POL3 , V054,CAT04 ,LATAM,2023-06-21,86933.85,USD
PO07249,pol2, V201,CAT09,emea,2024-07-18,33784.18,usd
PO07250,POL2 ,v242,CAT10,APAC,2023-09-03,14501.25,USD
PO07251,POL1, V011,CAT03, LATAM,2023-03-04,33677.68,USD
PO07252,POL2,V223,CAT05 ,LATAM,2023-02-07,5394.09,
PO07253,POL3 ,V275 ,CAT07,NA ,2024-08-09,85567.16,
PO07254,POL2,V256,CAT08,latam,2023-08-04,56918.8,
PO07255,POL3,V070,CAT06,latam,2023-02-08,28438.83,usd
PO07256,POL1,V270,cat05,EMEA ,2024-03-05,15306.12,USD
PO07257,pol1,V321, CAT02,APAC,2023-08-09,51155.86,USD
PO07258, POL2,V370, CAT02, APAC,2023-08-24,49967.07,USD
PO07259, POL3,v212,CAT03,EMEA,2024-07-25,86519.29,
PO07260,POL2,V224 , CAT08,EMEA,2024-01-20,15977.29,usd
PO07261,POL2 , V173,CAT05,LATAM,2024-10-05,72671.92,usd
PO07262, POL3,V080 ,cat07,APAC,2023-04-17,29716.55,
PO07263,POL2,V186,CAT05 ,APAC,2024-03-15,18387.48,usd
PO07264,POL1,v280,CAT04,LATAM ,2023-02-22,43993.58,usd
PO07265,pol2,v343,CAT06, LATAM,2023-06-08,, USD
PO07266, POL1,V100,cat05,LATAM ,2023-06-07,68176.0,usd
PO07267,POL3 ,V078,CAT03 ,LATAM,2023-05-31,54045.92,USD
PO07268,pol1, V399,CAT01,APAC,2024-04-06,51631.62,usd
PO07269,pol2,V312,CAT08 ,LATAM ,2023-10-06,92382.66,USD
PO07270,POL3, V121,CAT02,EMEA ,2024-11-13,38973.06, USD
PO07271,POL1,V279,CAT03,NA ,2023-06-07,79692.46,USD
PO07272,POL3 ,V314 ,CAT01,LATAM,2024-12-17,17728.66,usd
PO07273,pol1,V372 ,CAT02, LATAM,2023-04-01,8742.42, USD
PO07274, POL2,V412,CAT06, APAC,2024-04-29,96806.72,
PO07275, POL2, V210,CAT10,na,2024-07-20,60210.88, USD
PO07276,POL3,V211 ,CAT09, EMEA,2024-11-12,,USD
PO07277,pol2,V436 ,CAT03,,2023-07-07,17952.8,usd
PO07278,POL3,V212 ,cat04,APAC ,2024-12-13,89157.21,
PO07279,POL2,V165,CAT01 ,EMEA,2024-04-24,99764.02, USD
PO07280, POL2, V078,CAT01,NA,2024-03-28,36713.31, USD
PO07281,POL1 ,V053,cat07,EMEA,2023-03-16,85060.68,usd
PO07282,POL2 ,V282, CAT03,LATAM,2023-02-28,7741.28,
PO07283,POL1,V351,CAT01,LATAM,2023-12-31,33527.13, USD
PO07284,POL3,v026,CAT08 , APAC,2024-12-12,, USD
PO07285,pol3,V162 ,CAT06,emea,2023-01-27,49808.41,usd
PO07286,POL1,V420 ,CAT06,latam,2024-11-04,87964.24,
PO07287,POL1 ,V385, CAT08,EMEA,2023-03-23,, USD
PO07288,pol3,V174,CAT09 ,LATAM ,2024-12-22,21852.27, USD
PO07289,POL2 ,V007,CAT09,NA,2024-11-11,62805.16,USD
PO07290,POL1,V056,CAT04,EMEA,2024-07-23,71000.57,usd
PO07291,POL2,V285, CAT01,EMEA ,2023-08-25,30093.96,
PO07292,POL3,v216, CAT08,NA,2023-06-23,95735.93,usd
PO07293,POL2 ,V412 ,cat05,APAC ,2023-12-29,97643.71,
PO07294,pol2,V256,CAT07 ,LATAM,2024-12-24,15948.97,
PO07295,POL1,V109,CAT07, NA,2023-11-20,77882.72, USD
PO07296,POL1,v396,CAT02,LATAM,2023-04-03,88866.76,
PO07297,POL3,v193,cat01,apac,2023-06-05,84325.38,USD
PO07298,POL1,v403,CAT10 ,latam,2023-03-25,4848.78,usd
PO07299, POL2, V391, CAT06,EMEA,2023-07-29,97853.9, USD
PO07300, POL2,v120,CAT02,NA,2024-11-25,41562.45,
PO07301, POL1,V227, CAT10, NA,2024-07-12,91827.29, USD
PO07302,POL3, V210,CAT02,NA ,2023-08-09,53547.61,USD
PO07303,POL1,V488,cat06,NA,2023-02-18,93350.6,USD
PO07304,POL2,V076,CAT08,NA ,2024-06-03,29584.18,USD
PO07305,POL2, V477,CAT06,LATAM,2023-09-12,8319.37,USD
PO07306, POL2,V258,CAT02,APAC,2023-08-19,78002.47, USD
PO07307, POL1, V177,CAT02,NA,2024-09-28,35986.7,usd
PO07308,POL3 ,V249,CAT03,LATAM,2023-07-18,47264.94,usd
PO07309,POL1, V454,CAT09,NA,2023-08-08,65012.82,USD
PO07310,POL3,V148, CAT02,EMEA,2023-10-20,88688.25,usd
PO07311, POL1,V166,CAT04, EMEA,2024-03-18,15106.03,USD
PO07312,POL1,V308 ,CAT06 , LATAM,2023-05-28,11945.03, USD
PO07313,POL1,V466 ,CAT08 ,EMEA,2023-06-26,63214.28, USD
PO07314, POL1,v243,CAT06 ,NA,2024-02-23,15934.45,usd
PO07315,POL3,V014,CAT01 ,NA,2023-09-15,67601.71,
PO07316,POL3 ,v466,CAT06, LATAM,2023-05-26,48981.69, USD
PO07317,POL1 ,V084 ,CAT06,NA,2023-09-17,50234.13, USD
PO07318,POL2,v182,CAT01,LATAM,2023-01-11,19701.98, USD
PO07319,POL2,v231,CAT05,LATAM ,2023-02-04,18505.4,usd
PO07320,POL1,V194,CAT09,APAC,2024-12-14,30945.27, USD
PO07321,POL1,V385 ,CAT09,LATAM,2023-04-18,48009.6,usd
PO07322, POL1,V298,CAT10,NA,2024-05-10,12694.23,
PO07323,POL2,V048 ,CAT09 ,LATAM,2023-10-13,6610.72, USD
PO07324,POL2, V249,cat05, NA,2023-06-23,64336.3,usd
PO07325, POL2, V200,cat01, APAC,2024-01-06,69081.99,
PO07326,pol1,V315,CAT10,NA,2024-09-23,46452.32,
PO07327,POL1 ,v270,CAT10,latam,2023-04-13,61817.4, USD
PO07328,POL2,V413,CAT05,apac,2023-10-16,64269.02,usd
PO07329,pol1,V305 ,CAT03,LATAM,2024-12-08,71358.58,usd
PO07330,POL1,V463 ,CAT09,EMEA,2023-09-26,76596.41,usd
PO07331, POL2,V232,CAT03,latam,2024-05-06,, USD
PO07332, POL3,V410, CAT08,apac,2023-09-02,72926.31,USD
PO07333,pol3,V130 ,CAT01, EMEA,2024-07-16,46935.26,
PO07334, POL2,V491,CAT02,emea,2023-07-25,96658.69, USD
PO07335,POL2,v478, CAT03,APAC,2023-08-16,36918.48,usd
PO07336,POL3,V125 ,cat04,emea,2023-08-06,33862.67,
PO07337,POL3,V093 ,CAT08 ,APAC,2024-02-14,50001.57,USD
PO07338,POL1,V245 ,CAT03, EMEA,2024-05-02,64213.07,USD
PO07339,pol1, V122,CAT03,EMEA,2023-02-11,13886.81,
PO07340,POL1,V041,CAT05,APAC,2024-04-01,1296.9,USD
PO07341,POL1,v141,CAT03, EMEA,2024-03-12,71273.41,USD
PO07342,POL2,V190,CAT08, LATAM,2023-06-16,19076.04, USD
PO07343,POL1,V038, CAT04, LATAM,2024-06-13,26875.96,usd
PO07344,POL3,V042,CAT04 ,apac,2023-01-19,10414.08,usd
PO07345,POL1,v289,CAT09,APAC,2024-11-29,85422.31,usd
PO07346,POL2,V171,CAT05,APAC,2024-08-31,93133.52,USD
PO07347,pol2,V446,CAT01,NA,2024-11-28,83903.8, USD
PO07348,POL1 ,V499,CAT07 ,LATAM ,2024-08-16,57860.91,usd
PO07349,POL2,V096, CAT03,latam,2023-12-21,89968.44, USD
PO07350,POL2,V328,CAT02,EMEA,2024-02-22,96555.76,usd
PO07351,POL3,V166 ,CAT06 ,EMEA,2023-01-20,31755.96,usd
PO07352,POL2,V147,CAT05,APAC,2023-12-16,21327.35, USD
PO07353,POL3,V225 ,CAT06,NA,2023-05-21,57750.72,usd
PO07354,pol1,V282,CAT05,na,2023-11-13,, USD
PO07355,POL2,V166,CAT02, NA,2024-10-11,10949.56,usd
PO07356,POL1,V293 ,CAT02,APAC,2023-11-16,15755.97,
PO07357,POL1,v474,cat02,NA ,2023-01-11,25926.45,usd
PO07358,POL3,V065,cat02,APAC,2024-07-28,38884.23,USD
PO07359, POL1, V446,CAT08, LATAM,2024-10-09,41260.04,USD
PO07360,POL1 , V097,CAT08,EMEA,2023-10-30,89190.0, USD
PO07361, POL2,V481,CAT06,latam,2024-05-24,20541.49,
PO07362,POL3 ,v397,CAT05, APAC,2024-03-29,97076.25,
PO07363,POL3,V173 , CAT07,NA,2024-12-15,96592.0, USD
PO07364, POL3,V450,CAT08 ,NA ,2023-04-22,89915.69,USD
PO07365, POL2,v189, CAT01,LATAM ,2023-01-19,54746.07,USD
PO07366, POL1,V161,CAT05 ,EMEA,2023-02-07,3039.4, USD
PO07367,POL1,V300,CAT01,LATAM,2023-05-27,87589.81,
PO07368,POL1,V293,cat08,NA,2024-03-31,96985.97,USD
PO07369,POL2,V081,CAT04,NA,2023-12-15,8691.64,usd
PO07370,POL1,v361,CAT05,EMEA,2024-05-22,94831.37,
PO07371,POL1 ,v470,CAT05,emea,2024-07-25,42706.71,USD
PO07372,POL2,V287,CAT01,APAC,2024-09-11,61657.32,usd
PO07373,pol1,V167,CAT01, APAC,2024-07-02,97951.87,USD
PO07374,POL3, V334,cat03,APAC,2024-02-28,87535.93,
PO07375,POL3,v399,cat09,EMEA,2024-07-07,90977.62,
PO07376,POL1,v098,cat08,NA ,2024-05-08,79777.38,usd
PO07377, POL1,v127,CAT05,APAC ,2024-11-22,53043.5, USD
PO07378,pol2,V234, CAT09,APAC,2024-05-23,24744.54,USD
PO07379, POL1, V417,CAT07,LATAM ,2024-07-12,65567.98,usd
PO07380,POL1,v445,CAT03 ,APAC,2023-05-03,1180.79,usd
PO07381,POL2,v211,cat09,NA,2023-05-04,84750.51,
PO07382, POL3,v337, CAT09,LATAM,2024-03-20,29721.84,USD
PO07383,POL1,V258 ,CAT02,LATAM,2023-10-15,79672.18,USD
PO07384,POL2,,CAT10,APAC,2024-09-26,79270.05,USD
PO07385,POL1,V029 ,CAT08, APAC,2023-02-20,13099.51,usd
PO07386,POL2,V143,CAT01 ,APAC,2023-05-09,24082.61,
PO07387,POL3, V024,CAT07,APAC,2023-11-09,93713.68,
PO07388, POL3,V308,CAT08,EMEA,2024-07-08,89672.61,usd
PO07389, POL1,V459,CAT03,LATAM,2023-07-17,46829.47,USD
PO07390,POL2,V380, CAT04,NA,2024-06-05,98708.39,
PO07391,POL2,V009,cat05,EMEA ,2024-08-05,99553.63,USD
PO07392,POL2,V119,CAT09,NA,2024-03-22,74919.08,USD
PO07393,POL1,V487 ,CAT05,LATAM,2024-01-24,3157.43,USD
PO07394,POL2, V076,CAT07 ,EMEA,2023-12-07,80981.57, USD
PO07395,POL1 , V177,CAT01, NA,2023-07-16,3994.31, USD
PO07396,POL3,V009 ,CAT03,NA ,2024-10-21,47223.83,usd
PO07397,pol3,V344 ,CAT05,NA,2024-02-09,, USD
PO07398, POL2,V218,cat07,emea,2024-10-31,31522.81,
PO07399, POL1, V235,CAT05,emea,2024-04-28,1547.41, USD
PO07400,pol3,V300,cat08,EMEA,2024-02-14,26479.57,
PO07401, POL2,V491, CAT04,NA,2023-08-09,66826.15,
PO07402,POL3,V227,CAT08,NA,2023-02-20,75020.44,
PO07403,POL2,V327, CAT10,EMEA ,2024-04-02,93429.23, USD
PO07404,POL1,V367,CAT10,EMEA,2023-06-18,48034.4, USD
PO07405,POL2,v434,CAT04 ,NA,2024-07-09,78064.38, USD
PO07406,POL1,V344,CAT01,EMEA,2024-04-08,36196.05, USD
PO07407,POL3,V344,CAT09,APAC,2023-05-13,85916.01,usd
PO07408,POL3 ,V254 ,CAT05 ,NA,2024-04-21,46159.55,USD
PO07409, POL1,V392, CAT07,LATAM,2023-12-30,37284.23,usd
PO07410,POL1, V413,CAT08 ,APAC,2024-04-10,32189.56,USD
PO07411,POL2,V380,CAT01, NA,2024-10-12,,
PO07412,POL2 ,v321,CAT07,APAC,2023-08-10,92932.19,USD
PO07413,POL1,V268,CAT09,LATAM,2023-04-20,63675.52, USD
PO07414,POL1,V485,CAT07,LATAM,2024-07-24,92859.19, USD
PO07415,POL1,V233, CAT04, NA,2023-07-02,23787.48,usd
PO07416,pol1, V179,CAT09,EMEA,2024-11-22,50807.32,
PO07417,pol2,V437,CAT03,EMEA,2024-09-25,22129.61,
PO07418,pol3,V213,CAT01, LATAM,2023-04-20,80985.92, USD
PO07419,POL3 ,V400,CAT07,EMEA,2023-07-23,20054.74, USD
PO07420,POL3, V163,cat08,EMEA,2023-03-18,29779.44,
PO07421,POL1,V284,CAT01 ,APAC,2023-08-18,48276.6,
PO07422,POL3,v424,CAT01 ,APAC ,2023-09-13,10935.54,
PO07423,POL2,V443 ,CAT02, NA,2024-07-25,54657.69,usd
PO07424,POL2,V115, CAT07,LATAM,2024-01-24,95505.58,usd
PO07425,POL1,V286,cat07,EMEA,2023-03-03,71038.65,USD
PO07426,POL1,V148,CAT01 ,APAC,2024-04-04,98000.76, USD
PO07427,pol2,V294,CAT04, EMEA,2024-08-05,10713.67,USD
PO07428,POL2,v115,CAT01 ,emea,2023-06-11,91015.18,usd
PO07429, POL3,v124,cat08,EMEA ,2024-05-14,79157.09,USD
PO07430,POL1,V353,CAT01 ,LATAM,2023-10-18,43221.55, USD
PO07431,pol3,V425 , CAT04,LATAM,2024-02-18,83334.58,USD
PO07432,POL2,v272,CAT10,LATAM ,2023-05-22,79528.29,USD
PO07433, POL3,V287,CAT09 , NA,2023-06-12,57557.93,USD
PO07434,POL2,v105,CAT08,EMEA,2023-06-18,62411.51,USD
PO07435,pol3,V399,cat10,NA,2023-05-19,63266.26,USD
PO07436,POL2,v476,CAT08,EMEA,2023-12-02,80006.05,USD
PO07437,POL2,v083,CAT03,APAC ,2023-10-04,77067.89,usd
PO07438,POL2,v218, CAT03,APAC,2023-11-05,23100.24, USD
