invoice_id,invoice_line_id,po_id,vendor_id,invoice_date,invoice_amount,invoice_status
INV006654,inv2,PO06203, V392,2024-01-16,14956.15,POSTED
INV006655,INV1,PO00479,V331,2023-12-22,56707.95,Cancelled
INV006656,INV2,PO00475,V093,2024-12-25,28150.02,CANCELLED
INV006657,inv1,PO01347,V358,2024-03-01,56637.08,CANCELLED
INV006658,INV2, PO00021, V063,2023-10-16,28518.86,
INV006659,INV1,PO06648,V024,2023-10-01,64344.44,
INV006660,INV1,po07287,V325 ,2024-02-08,3599.4,CANCELLED
INV006661,INV2,po01191,V085,2023-09-10,899.61,POSTED
INV006662, INV1,PO02670,V076,2024-03-23,85292.5,posted
INV006663,INV2,PO04227,V309,2024-09-18,67316.49,Cancelled
INV006664,INV2 ,PO02225,V406,2024-01-17,2530.06,POSTED
INV006665,INV1,PO00491 ,v490,2024-12-05,55350.85,Cancelled
INV006666,inv1, PO01662, V083,2023-09-19,19461.71,CANCELLED
INV006667,INV2, PO00158, V262,2023-03-31,57012.62,POSTED
INV006668, INV2,po01328,V108 ,2024-12-20,20656.27,CANCELLED
INV006669,INV2, PO07124,v111,2023-06-09,40717.23,Cancelled
INV006670, INV1,PO03975, V098,2024-05-22,20678.59,Cancelled
INV006671, INV2, PO04080,V206,2024-01-21,61274.81,
INV006672,INV2,PO07828,V435 ,2023-07-31,47667.34,
INV006673, INV2,PO03132 ,V231,2023-10-15,5086.52,POSTED
INV006674,INV2, PO01059,v122,2024-06-02,72300.14,POSTED
INV006675,INV2,PO07555,V281,2023-11-29,94362.35,Cancelled
INV006676,INV2,PO07069,V406,2023-04-18,64344.3,CANCELLED
INV006677,INV1,PO04989,V195,2023-05-05,62914.44,Cancelled
INV006678,INV2,PO07010,V334,2024-10-31,93871.91,
INV006679,INV2,PO01507,V189,2024-03-14,58890.17,Cancelled
INV006680,INV2,PO03144,V436,2023-10-26,,
INV006681,inv1, PO04081,v320,2023-09-16,92136.14,
INV006682,INV1 ,po04300,V468,2024-06-21,80661.46,Cancelled
INV006683,INV1,PO04840,v100,2023-04-16,6725.29,
INV006684,INV2, PO01674,v267,2023-01-27,15613.34,POSTED
INV006685,INV2 ,PO06269,V411 ,2024-04-09,81542.05,POSTED
INV006686,INV1,PO01574, V288,2024-12-30,94429.88,
INV006687,inv2,PO07251 ,V141,2023-06-16,81772.85,Cancelled
INV006688,INV2,PO06580, V235,2024-07-26,66263.61,CANCELLED
INV006689,inv1,PO01653, V196,2023-11-03,54696.94,Cancelled
INV006690,INV2,PO02894,V266,2023-08-10,85159.65,posted
INV006691,inv1,PO02300,V258,2023-06-24,76338.68,Cancelled
INV006692,inv2,po00590,V005,2023-11-20,68366.5,
INV006693, INV2,PO00211 ,V193,2024-12-22,49858.1,POSTED
INV006694,inv1,PO04858,V207,2023-11-06,9126.6,posted
INV006695,INV1,PO03220 ,V241 ,2023-02-12,7617.04,POSTED
INV006696, INV2,PO03188 , V338,2023-03-26,25169.74,
INV006697,INV2 ,PO05810,V076,2023-06-26,72192.76,Cancelled
INV006698,INV1,po02206,V357 ,2023-10-26,88073.7,
INV006699,INV1 , PO02851,v006,2023-05-11,52701.04,
INV006700,INV2,PO06203, V171,2023-11-05,23292.06,
INV006701, INV1,PO05164, V186,2024-03-22,41002.21,
INV006702,INV1,PO04673,V214,2023-11-12,11112.79,POSTED
INV006703,INV2,po05111, V271,2023-05-23,8919.4,CANCELLED
INV006704,INV2,PO01245,V389 ,2023-10-01,56149.83,CANCELLED
INV006705,inv1, PO05025,v420,2023-01-24,38056.5,CANCELLED
INV006706, INV2,PO06481,V226,2023-06-27,35210.79,posted
INV006707,INV2,PO06186,V174,2024-10-08,,Cancelled
INV006708,inv1,PO00193,,2023-12-18,503.87,Cancelled
INV006709, INV1,PO06893, V345,2024-10-11,62863.5,posted
INV006710,INV1,po07311,v112,2023-06-08,15629.61,Cancelled
INV006711,INV2, PO07524,V084 ,2024-05-16,15364.82,CANCELLED
INV006712, INV1, PO06263, V303,2024-11-26,20417.26,POSTED
INV006713,INV2,PO04231 ,v287,2024-10-27,57107.54,Cancelled
INV006714,INV1,PO04044,V234,2024-05-06,74799.2,POSTED
INV006715, INV2, PO03210,V258,2024-10-01,78132.13,Cancelled
INV006716,INV2,PO02705,V195,2024-06-01,81391.89,posted
INV006717,INV2,PO01826,V268,2024-12-01,27124.73,Cancelled
INV006718,INV2,PO05854,V488,2024-03-31,43177.37,Cancelled
INV006719,INV1 ,po05482, V289,2024-01-31,90448.82,posted
INV006720,INV2, PO02292,V210,2024-05-02,54930.93,POSTED
INV006721,inv2, PO05660,V291,2024-09-14,94438.77,
INV006722,INV1,PO04502,V301,2024-02-22,54592.21,POSTED
INV006723, INV1,PO03314,V367,2024-04-14,57512.18,CANCELLED
INV006724,INV1 ,PO03653,V414,2023-10-04,61388.5,CANCELLED
INV006725,INV2,PO03365,V386,2024-05-13,44593.96,Cancelled
INV006726,INV1,po03716,v442,2024-11-25,75005.2,Cancelled
INV006727,INV1 ,PO01241,V498,2024-03-10,50463.12,Cancelled
INV006728,INV1,PO03059 , V069,2024-09-29,16948.36,Cancelled
INV006729,INV1,PO03767,V363,2023-01-12,61729.52,POSTED
INV006730,INV1,PO01208,V424,2024-03-18,51221.03,
INV006731,INV2, PO02623, V007,2023-03-15,81119.05,CANCELLED
INV006732,INV2 , PO02109,V301,2023-06-12,40845.89,Cancelled
INV006733, INV2,PO04346,V003 ,2024-04-13,36840.08,POSTED
INV006734,INV2,PO04791,V139,2024-09-29,15109.34,POSTED
INV006735, INV1,PO01257,V211,2024-11-10,90048.6,POSTED
INV006736,INV1,PO02009, V410,2024-10-21,62570.65,posted
INV006737,INV2, PO06153,V041 ,2023-02-11,63001.81,posted
INV006738,INV1,PO03292 ,V244 ,2024-12-14,33290.47,Cancelled
INV006739,INV1,po02425,V137,2024-10-13,56752.33,CANCELLED
INV006740,INV1,PO04344, V376,2024-12-02,3494.12,CANCELLED
INV006741,inv1,PO04028, V067,2023-11-03,41716.09,POSTED
INV006742,inv2, PO01313,V489 ,2024-11-02,73006.94,posted
INV006743,,PO07712 ,V105,2023-10-23,74263.47,CANCELLED
INV006744,INV1, PO04332,V455,2024-12-08,36756.73,CANCELLED
INV006745,INV1,po07739,V280,2023-02-02,76867.5,posted
INV006746,INV2,PO03846 ,v177,2024-08-26,5159.86,POSTED
INV006747,INV2, PO05827, V214,2023-09-17,46536.73,posted
INV006748,INV1,po01860,V344,2023-11-24,50077.92,POSTED
INV006749,INV2 ,PO01217 ,V025,2024-07-15,35880.17,
INV006750, INV1, PO01101,V469 ,2024-03-07,64493.98,
INV006751,inv1,PO02181,V480,2023-08-28,62682.06,POSTED
INV006752,INV1,PO07074,V471,2023-01-03,19850.83,POSTED
INV006753,INV2,PO04802,V381,2024-10-16,93061.22,posted
INV006754,INV1, PO02245,V382,2024-10-12,28709.12,POSTED
INV006755,INV2,PO02416 ,V258,2024-06-08,55220.09,
INV006756,INV1,PO03312,V255,2024-03-28,93598.31,posted
INV006757,INV1 ,PO07514 ,v007,2023-06-10,82410.85,POSTED
INV006758,INV1 ,PO01809,v456,2023-07-08,17901.23,posted
INV006759,INV2 ,PO06259,V191,2023-08-25,42921.86,CANCELLED
INV006760,INV1,,v315,2023-09-03,74977.48,POSTED
INV006761,INV1,PO04327,V498,2024-10-02,84582.88,Cancelled
INV006762,INV2,PO01539,V345,2024-07-07,52665.44,CANCELLED
INV006763,INV2,PO06618,V228,2024-05-20,7215.44,posted
INV006764,INV2,PO06641 ,V286,2023-05-30,30285.18,POSTED
INV006765,INV2 ,PO02157,,2024-04-19,71840.51,posted
INV006766,INV2 ,PO03560 ,v464,2024-12-03,44767.68,posted
INV006767,inv1, PO07955,v060,2024-11-27,62348.57,POSTED
INV006768,INV1,PO00325,V249,2024-01-31,45358.69,Cancelled
INV006769,INV2,PO06647 ,v163,2024-07-25,68575.31,POSTED
INV006770,INV1 ,po00284,V229 ,2024-09-13,12798.98,
INV006771,inv2,PO00129 ,V080,2024-11-14,7167.57,POSTED
INV006772,INV1 ,po07164,v215,2023-08-22,26631.81,POSTED
INV006773, INV1,PO01725,v345,2024-11-17,42093.41,CANCELLED
INV006774,INV2 ,PO04678,V479,2023-11-19,33129.52,CANCELLED
INV006775,INV1,PO01081 ,v286,2023-09-21,8195.87,CANCELLED
INV006776,INV2 ,PO00990 ,V334,2024-04-23,32436.81,POSTED
INV006777,INV2,PO04151,V355,2024-01-09,47866.2,POSTED
INV006778,INV2 ,PO04282,V108 ,2024-12-14,87669.35,posted
INV006779,INV1, PO03819,V457,2023-12-05,36653.99,
INV006780, INV1,PO00432 ,V399 ,2024-05-17,4116.14,Cancelled
INV006781, INV1, PO04652,V295,2024-01-08,49972.36,POSTED
INV006782, INV2,PO05150,V486,2024-05-25,6228.71,Cancelled
INV006783,INV1,PO04869,V300,2024-04-18,21876.17,CANCELLED
INV006784,inv1,PO03609,v233,2024-01-11,86283.78,posted
INV006785,INV1,po05022,V095,2024-07-08,45491.43,
INV006786, INV1,po03112,v199,2024-04-27,27083.49,Cancelled
INV006787,INV1, PO07192,V266,2024-03-08,38074.0,Cancelled
INV006788,INV1,PO03483 ,V350,2023-09-17,2883.34,CANCELLED
INV006789,INV1 ,PO06662,V468,2023-01-03,92961.02,CANCELLED
INV006790,inv2,PO03202,V347,2024-01-29,8793.44,Cancelled
INV006791,INV1 ,PO05849,V011,2024-11-15,79042.27,
INV006792,INV1,PO02692,V385,2024-06-11,20991.75,
INV006793,INV1, PO07224,V364,2024-06-27,37931.86,Cancelled
INV006794,INV1,PO05572 ,V106,2024-09-05,79984.8,POSTED
INV006795,INV1,PO05272 ,V138 ,2024-08-18,91025.21,posted
INV006796,INV1,PO03252,V475 ,2024-12-23,62093.27,CANCELLED
INV006797,inv2, PO05538,V174 ,2023-07-02,81477.86,Cancelled
INV006798,INV1,po00021,V316,2023-01-10,57206.83,
INV006799,INV1,PO02027,V425,2024-03-16,89207.59,
INV006800,INV2,PO05401, V092,2024-08-24,3487.26,Cancelled
INV006801, INV1,PO07060,V120,2023-04-11,32910.08,POSTED
INV006802, INV1,PO03603, V154,2023-04-02,82015.15,CANCELLED
INV006803,INV1,po01267,V433,2023-03-12,94342.71,
INV006804,INV2,PO00137,V488,2024-12-19,36702.95,posted
INV006805,INV2,PO01408,V444,2024-11-23,75695.1,POSTED
INV006806,INV1 , PO03746,V459 ,2023-06-16,38026.36,CANCELLED
INV006807,INV2 ,PO07255,V295,2024-08-22,10490.67,posted
INV006808,inv2,PO02047,V267,2023-10-22,74499.95,POSTED
INV006809,INV2,po00173,V360 ,2024-12-31,38242.96,POSTED
INV006810,INV1,PO03501 ,V273,2023-02-16,75467.39,Cancelled
INV006811,INV1,po04989,V038,2023-09-10,8110.08,
INV006812,INV2 ,PO06521,V140,2024-09-19,36905.78,
INV006813, INV1,PO07605,V410,2024-08-25,23993.95,CANCELLED
INV006814,INV1,PO00167,V430 ,2023-03-19,19123.33,POSTED
INV006815,INV2, PO04624,V033,2024-08-06,46310.03,Cancelled
INV006816, INV1,PO07448, V419,2024-11-02,54537.68,Cancelled
INV006817,INV1,PO04541,V127 ,2024-07-29,38805.86,CANCELLED
INV006818, INV1,po02313,V423,2024-10-14,46635.19,POSTED
INV006819,INV1,PO01677,v132,2023-03-15,80656.98,
INV006820,INV1,PO06592 ,v106,2023-10-22,83792.39,Cancelled
INV006821,INV1,po02027,V345 ,2024-10-29,8197.94,CANCELLED
INV006822,INV1,PO03573,v457,2024-08-09,94975.8,POSTED
INV006823,INV2,PO03874,V423,2024-07-04,36295.95,CANCELLED
INV006824,INV2,PO03974 ,V145,2023-06-10,46836.01,POSTED
INV006825,inv2,PO07533 ,V496,2024-10-31,51036.04,
INV006826, INV1,PO06442,v187,2023-04-12,44578.96,CANCELLED
INV006827,INV2,PO03740,V143 ,2024-03-20,45595.75,POSTED
INV006828,INV1, PO05218, V225,2023-05-15,46460.97,POSTED
INV006829,INV2,PO02092,v162,2023-10-12,21438.61,CANCELLED
INV006830,INV1,PO02057 ,V326,2024-06-09,7246.2,POSTED
INV006831,inv1,PO03823,v091,2023-05-15,35696.63,Cancelled
INV006832,INV2,PO06698 , V399,2023-12-13,77688.09,POSTED
INV006833,INV1, PO02316,V224,2023-11-01,64174.03,posted
INV006834,INV1,PO04403,V409,2023-06-23,23775.69,POSTED
INV006835,INV2,po04426,V027,2023-11-26,70147.16,CANCELLED
INV006836, INV2, PO06684, V451,2023-09-19,11761.77,CANCELLED
INV006837,inv1,PO03996,V397,2023-02-10,62813.21,
INV006838,INV1, PO03423,V274,2024-06-05,71051.64,posted
INV006839,INV2,PO01337,V377,2024-11-03,12342.41,Cancelled
INV006840,INV2,po01067,V136 ,2024-02-24,60574.49,posted
INV006841,INV2, PO07042,V142,2024-04-07,58940.92,posted
INV006842,INV2 ,PO04526,V251,2024-10-30,22562.45,posted
INV006843,inv2,PO06917,v096,2024-05-01,68078.33,
INV006844,inv2, PO02269,v155,2023-11-21,93147.93,Cancelled
INV006845,INV2,PO02422,V191,2024-02-28,52326.77,CANCELLED
INV006846,INV1,PO02024,V074,2024-02-19,59747.04,
INV006847,inv1,PO01633,V392,2024-05-20,19220.98,POSTED
INV006848,INV1,po04576,V421,2024-11-11,74353.58,posted
INV006849,inv1,, V477,2023-01-15,77533.46,Cancelled
INV006850,INV1, PO01320, V097,2024-05-23,36658.08,
INV006851,INV2 ,po00553,V310,2023-07-27,,CANCELLED
INV006852,INV1,po05068,V218,2024-08-25,9408.4,Cancelled
INV006853,inv2, PO04171,V383,2023-07-20,59523.95,Cancelled
INV006854,INV1 ,PO01950,V321,2023-04-06,55041.72,
INV006855,INV2,po01746, V073,2023-09-29,69914.54,posted
INV006856,INV1,po03698,V379,2024-09-08,60229.15,
INV006857,INV1, PO07122,V491,2023-05-21,2400.49,
INV006858, INV2,PO00358,V104,2023-10-30,7764.58,posted
INV006859,INV2 , PO05009,V407,2023-05-08,63464.79,posted
INV006860,INV2,PO02550,V008,2024-09-12,86655.44,
INV006861,inv1,PO05603,V013 ,2023-07-23,45876.0,Cancelled
INV006862, INV1,PO05613,V181,2024-03-29,94169.46,posted
INV006863,inv1,PO02113 ,V490,2023-01-24,36077.75,Cancelled
INV006864,INV1,PO06679,V162,2024-11-20,,posted
INV006865,INV2,PO01854,V120,2024-08-13,3693.52,
INV006866,INV2,PO04219,v219,2024-08-24,91328.1,
INV006867,INV2, PO07442,v355,2024-09-20,28408.01,POSTED
INV006868,INV2 ,po01071,V264,2023-07-15,2426.25,
INV006869,INV2 ,PO01267,v012,2023-05-23,37233.5,Cancelled
INV006870,INV1, PO01293,V011 ,2023-10-29,,CANCELLED
INV006871,INV1, PO03371, V209,2024-12-13,29707.6,posted
INV006872,INV1,PO06663,V233,2024-12-02,29972.24,POSTED
INV006873,inv2, PO05898,V126,2024-08-16,73807.13,CANCELLED
INV006874,INV1,PO04887 ,V493,2023-12-23,8299.21,CANCELLED
INV006875,INV2,PO07069,V448,2024-11-13,18569.15,
INV006876,inv1,PO00124,v054,2024-12-11,12094.38,Cancelled
INV006877,INV2,PO00506 ,V239,2024-02-18,83451.99,posted
INV006878,INV2,PO06791, V498,2023-10-02,50030.44,POSTED
INV006879,inv2,po01740,V025,2023-03-12,8240.58,POSTED
INV006880,INV1 , PO05359,v242,2023-03-29,69684.72,CANCELLED
INV006881,INV1,po00646,V041,2023-08-04,90422.46,
INV006882,INV1 ,PO05221 ,v042,2024-04-03,24112.28,Cancelled
INV006883,INV2,po03343,V317 ,2023-07-27,86979.27,posted
INV006884,INV1,po04357,V400,2023-04-20,87995.35,posted
INV006885,INV1 ,PO00498,V485,2023-10-24,88381.16,
INV006886,INV2,PO06585, V229,2023-09-05,84144.13,
INV006887,INV1,PO07357 , V013,2024-11-19,27996.26,posted
INV006888,INV1,PO07610, V491,2024-09-27,23889.28,CANCELLED
INV006889,INV2,PO05107,V117,2023-12-04,,POSTED
INV006890,inv2,PO05024, V324,2023-07-26,85159.46,
INV006891,INV2, PO06842,V087 ,2023-10-10,27765.02,
INV006892,inv2,PO05797,V266 ,2024-03-16,52407.9,
INV006893,INV1,PO02736,V379,2023-11-10,4999.0,posted
INV006894,inv1,PO04393,V133,2024-02-05,46589.18,
INV006895, INV1,PO05856 ,V386,2024-10-21,65610.31,
INV006896,inv1,PO06963,V297,2024-04-23,46394.29,
INV006897,INV2,PO04763,V312,2023-06-17,88727.45,POSTED
INV006898, INV1,PO00448,V272,2024-11-25,29862.28,POSTED
INV006899,inv1,PO07973,V060,2023-11-23,87458.25,POSTED
INV006900, INV1,PO03576, V324,2023-12-22,8517.82,POSTED
INV006901,INV2 ,PO04689 ,v079,2024-10-01,87796.3,POSTED
INV006902,INV1,po05839,V360,2024-05-20,36823.5,
INV006903,INV2,PO05497,V094,2023-03-23,82484.31,posted
INV006904,INV1,PO07564,V135,2023-08-13,70183.81,POSTED
INV006905,INV2,PO01351,v063,2023-04-15,16716.67,
INV006906,inv1,po03265,,2023-12-24,10952.11,
INV006907,inv1,PO06200,V074,2023-08-28,10075.37,
INV006908,inv2,PO01681,V458,2023-07-22,1898.93,posted
INV006909,INV1,PO01538,V198,2023-02-13,27372.97,POSTED
INV006910,INV1, PO06580,V325,2024-02-19,38541.83,posted
INV006911,INV1, PO06244,V394,2023-01-16,88349.85,POSTED
INV006912,INV2 ,PO03488,V101,2024-05-04,1759.77,POSTED
INV006913, INV2,po04565,V397,2023-02-05,73304.11,POSTED
INV006914,INV2 ,PO01886,V073 ,2023-10-05,18113.89,CANCELLED
INV006915,INV2,PO04532 ,V396 ,2024-05-10,10243.93,posted
INV006916,INV2,PO00890,V271 ,2024-05-22,52160.22,posted
INV006917,INV2 , PO04175,v237,2023-01-19,73108.3,CANCELLED
INV006918,inv2, PO05704,v454,2024-05-19,72071.11,posted
INV006919,INV1,PO05454,V261,2023-08-20,67383.95,posted
INV006920,INV2 ,PO00057,V074,2024-02-02,81305.39,CANCELLED
INV006921,INV2 ,po03673,V337,2023-01-12,50728.32,CANCELLED
INV006922,INV1,PO00782,V318,2023-12-21,67945.81,
INV006923,INV1 ,PO07096,v493,2023-06-18,66400.89,posted
INV006924,INV2,PO05595 , V186,2023-06-17,39819.42,posted
INV006925,INV1,PO00428,V296,2023-09-02,15697.48,posted
INV006926,INV1,PO02129,v392,2024-01-18,3349.61,
INV006927,inv1, PO02920,V429,2024-12-28,94813.74,
INV006928,INV1 , PO06279,V344,2023-05-18,33459.46,CANCELLED
INV006929,INV1,PO02185,V321,2023-11-29,25161.84,Cancelled
INV006930,inv1,PO04092 ,V391,2024-02-13,31000.22,
INV006931,INV1, PO01128,v084,2024-03-31,86881.95,posted
INV006932,INV2,PO02706,V437,2023-04-01,75776.48,POSTED
INV006933,INV1,PO07124,V126 ,2023-07-29,36422.19,Cancelled
INV006934,INV1,PO02342,V209 ,2023-10-10,52211.75,Cancelled
INV006935,INV2 , PO07239,V394 ,2024-08-28,41444.15,CANCELLED
INV006936,INV2,PO04420,V381,2024-02-25,25061.73,CANCELLED
INV006937,INV2 ,PO07680,v238,2024-04-13,71968.31,
INV006938, INV2,PO03081 ,V340,2023-12-16,69254.92,Cancelled
INV006939,INV2,PO06086,V464 ,2023-12-09,9222.74,posted
INV006940,INV2,PO03405,v121,2023-06-13,31476.72,CANCELLED
INV006941,INV1,PO05915,V338 ,2024-03-05,78782.03,posted
INV006942, INV1,PO06044,V437,2024-10-16,,posted
INV006943,INV2 ,po02454, V469,2024-03-27,68649.52,
INV006944,INV1,PO01965 ,V022,2024-12-09,16157.65,CANCELLED
INV006945, INV2, PO05661,V478,2024-09-17,54012.32,Cancelled
INV006946,INV2,PO06667 , V075,2023-05-22,37774.94,
INV006947,INV2,po04404,V484,2024-09-17,20309.39,POSTED
INV006948, INV1, PO00464,V268,2023-11-27,24507.26,Cancelled
INV006949,INV2,PO04996,V091 ,2024-08-04,42803.3,Cancelled
INV006950, INV2, PO05342,V399,2024-07-13,,POSTED
INV006951,inv2, PO03478,v339,2024-02-11,14825.23,Cancelled
INV006952, INV1,PO05914 ,V200,2024-07-22,31320.65,CANCELLED
INV006953, INV2,PO06642,V278,2024-05-17,92990.32,Cancelled
INV006954, INV2,po02719,V020,2024-07-08,62707.49,posted
INV006955,INV2,PO06782 ,V101,2023-07-25,79729.18,
INV006956,INV2,PO04712,V316,2024-12-10,52517.33,posted
INV006957, INV2,PO03917,v175,2023-11-28,,POSTED
INV006958,INV2,PO03366 ,V155,2023-10-20,25199.75,POSTED
INV006959,INV1,po03780, V370,2024-12-07,41833.29,CANCELLED
INV006960,INV2, PO06120,V434,2023-12-18,32064.75,CANCELLED
INV006961,INV2,po02349,V002 ,2024-05-07,91908.71,
INV006962,INV1 , PO07760,V417,2023-02-10,19805.79,CANCELLED
INV006963,inv1,PO00842,V414,2024-09-14,68108.72,Cancelled
INV006964,INV1,po06210,v320,2023-04-11,67922.88,posted
INV006965,INV2,PO06336,V249,2024-08-17,10495.01,POSTED
INV006966, INV2,PO06005 ,V455,2024-10-12,25561.48,POSTED
INV006967, INV1,PO00411, V462,2023-10-30,62706.03,
INV006968, INV1,PO05474 ,V374,2024-10-29,63663.59,POSTED
INV006969,INV1, PO03935,V059,2024-12-17,8256.1,CANCELLED
INV006970,inv2,po06261,V275,2023-08-08,9408.2,posted
INV006971,INV1,po01257,v085,2024-09-16,67353.72,POSTED
INV006972,INV1 ,PO04242,V290 ,2024-12-27,67288.47,CANCELLED
INV006973,INV1,po05184,V141,2023-05-21,34964.18,Cancelled
INV006974,inv2,PO04590,V328 ,2024-02-05,,posted
INV006975,INV1,PO00790,V307,2023-03-31,55684.84,POSTED
INV006976,INV2,PO02836 , V144,2024-08-05,42801.96,Cancelled
INV006977,INV2,PO01870,v279,2023-03-29,62446.95,
INV006978,INV1,PO03194, V450,2023-08-03,1579.44,
INV006979,inv1,PO07383, V167,2024-06-13,13267.87,posted
INV006980,INV1,PO07387,V368,2023-11-26,41399.11,Cancelled
INV006981,INV2,PO00029, V145,2023-12-31,74208.34,Cancelled
INV006982,INV2,PO00540, V144,2024-01-13,73817.96,Cancelled
INV006983,inv1,PO03842,,2023-04-16,20561.58,CANCELLED
INV006984,INV1,PO02930,V205,2023-12-29,31038.68,Cancelled
INV006985,inv1,po00032,v430,2023-06-24,55247.13,Cancelled
INV006986,INV1,PO01244,V067,2023-10-11,77353.11,CANCELLED
INV006987,INV1,PO04213,V347,2024-01-29,,
INV006988,inv1, PO00438,V029,2024-11-18,48253.34,
INV006989,INV2,po03706,v068,2024-10-11,38487.94,Cancelled
INV006990,INV2,po00548,V118,2024-07-13,13927.86,posted
INV006991,INV2,PO01132,v288,2023-07-29,13745.16,Cancelled
INV006992,INV1,PO05056, V359,2024-12-31,38810.55,posted
INV006993,INV1,po00415,V139,2024-06-04,30903.55,POSTED
INV006994, INV1,PO00558,V481 ,2024-01-26,58467.18,CANCELLED
INV006995,INV2, PO06101,V069,2024-05-20,91303.49,Cancelled
INV006996,,PO07788,V271,2024-11-28,12345.84,Cancelled
INV006997, INV1,PO05116 ,V435,2023-12-26,46884.9,posted
INV006998,INV1, PO04372,v281,2023-01-11,47102.37,POSTED
INV006999,INV1,PO07948,V218,2024-04-06,,Cancelled
INV007000,INV2,PO03848, V146,2023-04-22,67719.02,POSTED
INV007001,INV2 ,PO06129,V266,2024-10-03,51793.41,Cancelled
INV007002, INV1,PO01092, V223,2024-07-11,31937.57,posted
INV007003, INV2,PO04780,V482,2024-09-02,26313.13,POSTED
INV007004, INV1,PO06362,v412,2024-05-19,70342.83,
INV007005,inv2,PO02345,V341,2024-06-15,862.44,
INV007006,INV1,PO02486 ,V123,2024-08-26,44984.2,Cancelled
INV007007,inv1,PO05516,V357,2023-06-24,32947.72,CANCELLED
INV007008,INV2,po05840,V200,2024-04-03,81702.8,
INV007009,INV2,po05732,V089,2023-09-23,991.59,
INV007010,INV1 ,PO03720,V105,2023-04-11,45589.97,posted
INV007011,INV1,PO01122 ,V083,2024-10-04,77517.7,POSTED
INV007012,INV1,po03908,V038,2024-01-21,85053.71,Cancelled
INV007013,INV2,PO02589 ,V208 ,2023-01-19,69396.98,Cancelled
INV007014,inv2,PO01046,V458,2024-03-18,39152.33,CANCELLED
INV007015, INV1,PO07784, V274,2024-02-15,92496.48,POSTED
INV007016,inv2,PO06918,V138,2024-11-22,53331.35,Cancelled
INV007017,INV2, PO01991,V045,2024-12-07,88838.84,Cancelled
INV007018,INV2,PO04098 ,V157,2023-01-30,13834.31,CANCELLED
INV007019, INV2, PO06037,V424,2024-07-06,39045.85,
INV007020,INV2,PO00726,V088,2024-11-06,90580.86,POSTED
INV007021,INV1,PO01792,v469,2024-11-08,84051.29,Cancelled
INV007022,INV2,PO03978,V181,2024-03-05,15426.87,
INV007023,INV2, PO04052,V439,2024-06-16,4840.45,
INV007024,INV2, PO00517,V045 ,2024-11-24,44470.78,Cancelled
INV007025,INV2 ,PO07265,V314,2023-06-12,61463.77,posted
INV007026,INV2,PO06875,V054,2023-07-07,53886.76,posted
INV007027,inv2,PO05473,V394,2023-12-06,19586.08,CANCELLED
INV007028,INV1 ,PO05063,V067,2024-05-09,71017.35,posted
INV007029, INV1,po03442,V193,2023-01-16,81003.75,posted
INV007030,inv1, PO06286,V023,2024-10-18,72383.76,POSTED
INV007031,INV1,po02064, V011,2023-05-05,50858.62,CANCELLED
INV007032,INV1,po01795,V459,2023-12-14,2320.5,posted
INV007033,INV2 ,PO06978,v461,2023-08-12,23506.64,posted
INV007034,INV1,PO05771,V041,2023-10-05,8698.59,POSTED
INV007035,INV2,PO02173,V481 ,2024-01-23,1284.14,POSTED
INV007036,INV2,PO02007,V003,2024-02-10,53906.38,
INV007037,INV1,PO06638,v064,2024-12-03,45556.01,CANCELLED
INV007038,INV2 ,PO00722,v100,2024-12-05,90997.96,Cancelled
INV007039, INV2,PO02855 ,V096,2023-02-19,67643.18,posted
INV007040,INV2,PO03778,V410 ,2023-05-22,9997.43,
INV007041,INV2,PO07273,V177 ,2024-03-19,77943.65,Cancelled
INV007042,INV1,PO02333, V190,2023-04-17,80613.92,
INV007043,INV1, PO01424,V239 ,2023-09-18,92631.04,
INV007044,inv2,PO03634,V387,2024-01-26,26558.45,CANCELLED
INV007045,INV2 ,PO06584 ,V255,2023-07-08,82806.13,
INV007046,inv1,PO01940 ,V347,2023-08-28,70383.54,Cancelled
INV007047,INV1,PO02866 ,V055,2024-10-18,69076.56,
INV007048,INV2,PO07337,v079,2023-03-01,66077.35,
INV007049,INV1,PO00188 ,V017,2024-11-15,61621.98,CANCELLED
INV007050,INV1,PO03632,V085 ,2023-11-15,65854.88,CANCELLED
INV007051, INV2, PO05408,V302,2024-01-28,33190.02,CANCELLED
INV007052,INV1,PO06286,v417,2024-06-11,,posted
INV007053,INV1,PO07721,V168,2023-02-07,89354.31,POSTED
INV007054, INV2,PO04401 ,V480,2023-03-06,33489.17,
INV007055,INV1 ,PO02408,V108,2024-04-07,67628.03,posted
INV007056, INV2,PO02182 ,V049 ,2024-09-02,78530.13,POSTED
INV007057,inv1,po04924, V356,2024-04-08,31831.74,posted
INV007058,INV2 , PO02088, V399,2024-08-22,46271.48,CANCELLED
INV007059, INV2,PO04902 ,,2024-06-05,64731.03,POSTED
INV007060,INV1,PO03031,V300 ,2023-06-12,85307.24,CANCELLED
INV007061,INV1,PO02005,v327,2024-11-27,62072.73,posted
INV007062,INV1,PO01022,V488,2023-04-09,24503.34,Cancelled
INV007063,INV1,PO05016,V486,2024-07-11,23407.45,POSTED
INV007064,INV2 ,PO06424,v287,2024-05-25,29844.01,Cancelled
INV007065,INV2,po07526,v360,2024-09-06,41457.31,
